sym,dgp_seed,horizon,alpha_idx,alpha,log10_alpha,oos_mse
.BSESN,137,1,28,1000.0,3.0,0.3182397459515339
.BSESN,137,1,29,1778.2794100389228,3.25,0.3495269945891998
.BSESN,137,1,30,3162.2776601683795,3.5,0.3971596074399713
.BSESN,137,1,31,5623.413251903491,3.75,0.46597968603585516
.BSESN,137,1,32,10000.0,4.0,0.560024929263238
.BSESN,137,1,33,17782.794100389227,4.25,0.681607152136388
.BSESN,137,1,34,31622.776601683792,4.5,0.8294123220461163
.BSESN,137,1,35,56234.13251903491,4.75,0.9930896633694826
.BSESN,137,1,36,100000.0,5.0,1.1520288198800308
.BSESN,256,1,0,0.0001,-4.0,0.30120143955118733
.BSESN,256,1,1,0.00017782794100389227,-3.75,0.27744300197922456
.BSESN,256,1,2,0.00031622776601683794,-3.5,0.2771971790252792
.BSESN,256,1,3,0.0005623413251903491,-3.25,0.2770780259047804
.BSESN,256,1,4,0.001,-3.0,0.27702411479651357
.BSESN,256,1,5,0.0017782794100389228,-2.75,0.2769949295767297
.BSESN,256,1,6,0.0031622776601683794,-2.5,0.276947700947109
.BSESN,256,1,7,0.005623413251903491,-2.25,0.2768470908473659
.BSESN,256,1,8,0.01,-2.0,0.2766803187689333
.BSESN,256,1,9,0.01778279410038923,-1.75,0.2764592190809161
.BSESN,256,1,10,0.03162277660168379,-1.5,0.27621029825598487
.BSESN,256,1,11,0.05623413251903491,-1.25,0.27596199925680265
.BSESN,256,1,12,0.1,-1.0,0.27573347873478476
.BSESN,256,1,13,0.1778279410038923,-0.75,0.2755264987737535
.BSESN,256,1,14,0.31622776601683794,-0.5,0.27532776645838414
.BSESN,256,1,15,0.5623413251903491,-0.25,0.27512199926606823
.BSESN,256,1,16,1.0,0.0,0.27490379788003444
.BSESN,256,1,17,1.7782794100389228,0.25,0.2746795424846894
.BSESN,256,1,18,3.1622776601683795,0.5,0.2744628251717288
